id,text,mood,scene,style,purpose,theme,relation,length,tone_level,format,content_rating,keywords,tag_version,qc_passed,qc_errors,qc_warnings
738,与10大文案拆解(,mood_peaceful,scene_work,style_minimal,purpose_share_life,theme_work_life,relation_none,length_ultra_short,2,,rating_clean,文案拆解,v1.0,True,,
739,全是ai不懂的满满鲜活与人味,mood_reflective,scene_work,style_minimal,purpose_show_mood,theme_work_life,relation_none,length_ultra_short,3,format_has_english,rating_clean,AI|人味,v1.0,True,,
740,突然就懂了文科生的浪漫 世界请对文科生好点,mood_reflective,scene_work,style_colloquial,purpose_show_mood,theme_work_life,relation_none,length_short,3,,rating_clean,文科生|浪漫,v1.0,True,,
741,当AI开始入侵各行业,mood_reflective,scene_work,style_minimal,purpose_show_mood,theme_work_life,relation_none,length_ultra_short,2,format_has_english,rating_clean,AI|入侵,v1.0,True,,
742,当AI取代文案策划的言论飞扬,mood_reflective,scene_work,style_minimal,purpose_show_mood,theme_work_life,relation_none,length_ultra_short,2,format_has_english,rating_clean,AI|文案策划,v1.0,True,,
743,这些有人味的鲜活文案就是最好的回击,mood_energetic,scene_work,style_minimal,purpose_show_mood,theme_work_life,relation_none,length_short,3,,rating_clean,AI|文案|回击,v1.0,True,,
744,你jio着呢?,mood_humor,scene_universal,style_colloquial,purpose_interact,,relation_none,length_ultra_short,3,format_has_english,rating_clean,,v1.0,True,,
745,人  欢迎评论区分享,mood_peaceful,scene_universal,style_minimal,purpose_interact,,relation_none,length_ultra_short,2,,rating_clean,评论区,v1.0,True,,
746,"我不是应该是一个分分钟用AE做出赛博朋克大片、用C 4D渲染出元宇宙入口的全能技术宅吗?不是应该左手UI/UX交互原型,右手H5交互动效,前端切图比PS还丝滑,后端代码敲得比产品经理需求变更还快吗?",mood_humor,scene_work,style_essay,purpose_complain,theme_work_life,relation_none,length_long,4,format_has_english,rating_clean,AE|C4D|UI|UX|H5,v1.0,True,,
747,"我不是应该变成创意总监的宠儿、游戏公司的视觉主美,一个镜头语言就征 服戛纳评委,连甲方爸爸都哭着求我“再改亿遍”?",mood_humor,scene_work,style_essay,purpose_complain,theme_work_life,relation_none,length_medium,4,format_has_quotes,rating_clean,创意总监|戛纳|甲方,v1.0,True,,
748,"我不是应该精通视听语言、交互逻辑、用户体验,随手画个用户旅程图就能破 解互联网产品密码,闭眼写个分镜脚本就能让投资人当场打钱吗?",mood_humor,scene_work,style_essay,purpose_complain,theme_work_life,relation_none,length_medium,4,,rating_clean,视听语言|交互逻辑|用户体验,v1.0,True,,
749,哦哦。你们搞错了吧。,mood_humor,scene_work,style_colloquial,purpose_complain,theme_work_life,relation_none,length_ultra_short,3,,rating_clean,,v1.0,True,,
750,"什么设计审美需要落地,什么开发成本要控制,什么客户需求优先级,我不知道啊。你们都是假的吧。",mood_humor,scene_work,style_colloquial,purpose_complain,theme_work_life,relation_none,length_medium,4,,rating_clean,设计|开发|客户,v1.0,True,,
751,你们知道Z世代审美漂移的速度比AE渲染还快吗?你们知道高保真交互原型在甲方眼里不如PPT动画值钱吗?,mood_humor,scene_work,style_colloquial|style_cn_en_mix,purpose_complain,theme_work_life,relation_none,length_medium,4,format_has_english,rating_clean,Z世代|AE|PPT|甲方,v1.0,True,,
752,"啊啊?你说什么?你说我实习进了广告公司天天改Logo尺寸,同事还问“你会不会用AI生成PPT”?哈哈。你们都搞错了。",mood_humor,scene_work,style_colloquial,purpose_complain,theme_work_life,relation_none,length_medium,4,format_has_english|format_has_quotes,rating_clean,实习|广告公司|Logo|AI|PPT,v1.0,True,,
753,"学长学姐说,我们做设计比不过视传的,做动画比不过动画专业的,搞开发比不过计算机的,甚至想转行做产品经理,人家说“我们只要懂业务逻辑的”。",mood_emo,scene_study,style_colloquial,purpose_complain,theme_growth|theme_work_life,relation_none,length_medium,3,format_has_quotes,rating_clean,设计|动画|计算机|产品经理,v1.0,True,,
754,"当时大家都笑,我也笑。",mood_emo,scene_universal,style_minimal,purpose_show_mood,,relation_none,length_ultra_short,2,,rating_clean,,v1.0,True,,
755,哈哈。你笑鸡毛呢。,mood_humor,scene_universal,style_colloquial,purpose_complain,,relation_none,length_ultra_short,5,,rating_mild_slang,,v1.0,True,,
756,"你现在脸色铁青地坐在这给客户改第 108版方案,被亲戚问“你不是学数字媒体的吗?帮我做个电子请柬呗”。",mood_emo,scene_work,style_colloquial,purpose_complain,theme_work_life,relation_none,length_medium,4,format_has_quotes,rating_clean,客户|方案|电子请柬,v1.0,True,,
757,完了。我们数媒人都被骗了。这下真的完了。,mood_emo,scene_universal,style_colloquial,purpose_complain,,relation_none,length_short,4,,rating_clean,数媒,v1.0,True,,
758,"别说数字媒体是连接艺术与科技的桥梁,明明是啥都要学一点,啥都不够专业的夹心饼干,就成了蕞苦的那一只牛马。",mood_emo,scene_universal,style_colloquial,purpose_complain,theme_work_life,relation_none,length_medium,4,,rating_clean,数字媒体|夹心饼干|牛马,v1.0,True,,
759,被做成一条加班加出猝死风险、头发掉光还找不到对象的牛马。,mood_emo,scene_work,style_colloquial,purpose_complain,theme_work_life,relation_none,length_short,4,,rating_clean,加班|猝死|头发|对象,v1.0,True,,
760,"哈哈。你大坝的。
参考文献:
[1] 揽月灼灼(美食版):你大坝的。新闻学。
[2] Honeymoon:你大坝的。戏剧影视文。
[3] 春日初言:你大坝的。广播电视编导。
[4] 好滴收到:你大坝的。广告学。",mood_humor,scene_universal,style_colloquial|style_symbol_deco,purpose_complain,,relation_none,length_long,5,format_has_english,rating_mild_slang,参考文献,v1.0,True,,
761,"愿我们既能凝视深渊的岩层,也能仰望璀璨的星空。",mood_reflective,scene_nature,style_poetic,purpose_heal_self,theme_philosophy,relation_none,length_short,3,,rating_clean,深渊|星空,v1.0,True,,
762,"我们热衷于解读岩层里的时间,并非为了追溯过去,而是为了练习一种从容:以百万年为单位,看待自己的沉淀与成长。",mood_reflective,scene_nature,style_essay,purpose_heal_self,theme_growth|theme_philosophy,relation_none,length_medium,2,,rating_clean,岩层|时间|沉淀|成长,v1.0,True,,
763,"最宏伟的山脉,也曾深藏于古洋之底。你的沉默时光,不是停滞,而是最重要的地壳运动。",mood_energetic,scene_nature,style_poetic,purpose_heal_self,theme_growth|theme_philosophy,relation_none,length_short,3,,rating_clean,山脉|古洋|地壳运动,v1.0,True,,
764,"地理人相信“深时”的概念。这让我们谦卑,也让我们无畏——眼前的得失,在时光的褶皱里,不过是一粒温柔的尘埃。",mood_peaceful,scene_nature,style_poetic,purpose_heal_self,theme_philosophy,relation_none,length_medium,2,format_has_quotes,rating_clean,深时|时光|尘埃,v1.0,True,,
765,"真正的探险家,不是第一个抵达某地的人,而是第一个在司空见惯的风景里,解读出沧海桑田故事的人。",mood_reflective,scene_nature,style_poetic,purpose_heal_self,theme_philosophy,relation_none,length_medium,3,,rating_clean,探险家|风景|沧海桑田,v1.0,True,,
766,"我们绘制地图,不是为了限定世界的边界,而是为了标记出更多“未知”的迷人地带,邀请整个世界前往探索。",mood_energetic,scene_nature,style_poetic,purpose_heal_self,theme_freedom|theme_philosophy,relation_none,length_medium,3,format_has_quotes,rating_clean,地图|未知|探索,v1.0,True,,
767,"地理学的终极浪漫,在于它教会我们:如何用科学的语言,去翻译山川湖海的诗意。",mood_romantic,scene_nature,style_poetic,purpose_heal_self,theme_philosophy,relation_none,length_short,2,,rating_clean,地理学|山川湖海|诗意,v1.0,True,,
768,"手持一幅地图,便拥有了上帝俯瞰人间的视角。这视角教给我们的,不是征服,而是悲悯与互联。",mood_reflective,scene_nature,style_poetic,purpose_heal_self,theme_philosophy,relation_none,length_medium,2,,rating_clean,地图|上帝视角|悲悯,v1.0,True,,
769,"从卫星云图上看,台风是一场灾难;从宇宙深处回望,它只是地球一次轻柔的呼吸。视角,决定了一切意义的尺度。",mood_reflective,scene_nature,style_poetic,purpose_heal_self,theme_philosophy,relation_none,length_medium,2,,rating_clean,卫星云图|台风|宇宙|视角,v1.0,True,,
770,"地理人是最好的“时空翻译官”。我们能在一条干涸的河床里,看见奔腾的过去;也能从一颗种子的分布,预见绿色的未来。",mood_energetic,scene_nature,style_poetic,purpose_heal_self,theme_philosophy,relation_none,length_medium,3,format_has_quotes,rating_clean,河床|种子|未来,v1.0,True,,
771,"地质锤敲击岩壁的清脆回响,是独属于地理人的星空的对话。我们在最荒芜的地方,与最古老的时间共鸣,从不孤独。",mood_romantic,scene_nature,style_poetic,purpose_heal_self,theme_philosophy,relation_solo,length_medium,2,,rating_clean,地质锤|星空|时间,v1.0,True,,
772,最后4周把任务落到实处,mood_energetic,scene_study,style_minimal,purpose_show_mood,theme_growth,relation_none,length_ultra_short,3,,rating_clean,任务,v1.0,True,,
773,最近情绪蛮稳定 按部就班就是伟大,mood_peaceful,scene_study,style_minimal,purpose_show_mood,theme_growth,relation_none,length_short,2,,rating_clean,情绪|按部就班,v1.0,True,,
774,抓住主要矛盾的主要方面,mood_energetic,scene_study,style_minimal,purpose_show_mood,theme_growth,relation_none,length_ultra_short,3,,rating_clean,主要矛盾,v1.0,True,,
775,模拟的时候 每一门学科都要适当抓大放小了,mood_peaceful,scene_study,style_colloquial,purpose_show_mood,theme_growth,relation_none,length_short,2,,rating_clean,模拟|学科,v1.0,True,,
776,现在的高三生更需要的是心态&学习状态的调整~,mood_energetic,scene_study,style_colloquial,purpose_share_life,theme_growth,relation_none,length_short,3,,rating_clean,高三|心态|学习,v1.0,True,,
777,整理了一些我从高中到现在 碰到情绪低落/学习瓶颈期时用来鼓励自己继续向前的句子 分享给大家🪄,mood_healing,scene_study,style_colloquial|style_emoji_heavy,purpose_share_life,theme_growth,relation_none,length_medium,3,format_has_emoji,rating_clean,高中|情绪|学习|句子,v1.0,True,,
778,希望能带给大家一些力量🫶,mood_healing,scene_universal,style_minimal|style_emoji_heavy,purpose_heal_self,,relation_none,length_ultra_short,2,format_has_emoji,rating_clean,力量,v1.0,True,,
779,🔖开始时捱一些苦 栽种绝处的花,mood_energetic,scene_universal,style_quote|style_symbol_deco,purpose_heal_self,theme_growth,relation_none,length_ultra_short,3,format_has_emoji,rating_clean,苦|花,v1.0,True,,
780,(我的高三top🥹当了很久的个性签名),mood_reflective,scene_study,style_colloquial|style_emoji_heavy,purpose_share_life,theme_nostalgia,relation_none,length_short,2,format_has_emoji|format_has_english,rating_clean,高三|个性签名,v1.0,True,,
781,🔖一重山有一重山的错落 我有我的平仄,mood_peaceful,scene_universal,style_quote|style_symbol_deco,purpose_heal_self,theme_self_love,relation_none,length_short,2,format_has_emoji,rating_clean,山|平仄,v1.0,True,,
782,🔖我爱我缓慢向上的勇气,mood_energetic,scene_universal,style_quote|style_symbol_deco,purpose_heal_self,theme_self_love|theme_growth,relation_none,length_ultra_short,3,format_has_emoji,rating_clean,勇气,v1.0,True,,
783,🔖山高路远 只看自己,mood_energetic,scene_universal,style_quote|style_symbol_deco,purpose_heal_self,theme_self_love,relation_none,length_ultra_short,3,format_has_emoji,rating_clean,山|自己,v1.0,True,,
784,(不要和别人比较!!你的对手只有自己~用努力书写属于自己的人生剧本吧!),mood_energetic,scene_study,style_colloquial|style_emoji_heavy,purpose_heal_self,theme_growth|theme_self_love,relation_none,length_short,3,,rating_clean,比较|对手|剧本,v1.0,True,,id=784: 标了 style_emoji_heavy 但文本无明显 emoji
785,🔖迎万难 赢万难!,mood_energetic,scene_universal,style_quote|style_symbol_deco,purpose_heal_self,theme_growth,relation_none,length_ultra_short,4,format_has_emoji,rating_clean,万难,v1.0,True,,
786,🔖迷茫焦虑的反义词是具体,mood_reflective,scene_universal,style_quote|style_symbol_deco,purpose_heal_self,theme_philosophy,relation_none,length_ultra_short,2,format_has_emoji,rating_clean,迷茫|焦虑|具体,v1.0,True,,
787,🔖抱怨身处黑暗 不如提灯前行,mood_energetic,scene_universal,style_quote|style_symbol_deco,purpose_heal_self,theme_growth,relation_none,length_ultra_short,3,format_has_emoji,rating_clean,黑暗|提灯,v1.0,True,,
788,🔖想都是问题 做才有答案,mood_energetic,scene_universal,style_quote|style_symbol_deco,purpose_heal_self,theme_philosophy,relation_none,length_ultra_short,3,format_has_emoji,rating_clean,问题|答案,v1.0,True,,
789,(当碰到瓶颈期感觉迷茫焦虑 坚持不下去的时候 再多熬一会会!做了不一定马上会有收获 但不付诸行动一定不会有成果还可能不进反退),mood_energetic,scene_study,style_colloquial|style_emoji_heavy,purpose_heal_self,theme_growth,relation_none,length_medium,3,,rating_clean,瓶颈期|迷茫|焦虑|行动,v1.0,True,,id=789: 标了 style_emoji_heavy 但文本无明显 emoji
790,🔖抬头吧 黑暗过会是晨曦,mood_energetic,scene_universal,style_quote|style_symbol_deco,purpose_heal_self,theme_growth,relation_none,length_ultra_short,3,format_has_emoji,rating_clean,黑暗|晨曦,v1.0,True,,
791,🔖追风赶月莫停留 平芜尽处是春山,mood_energetic,scene_universal,style_quote|style_symbol_deco,purpose_heal_self,theme_growth,relation_none,length_short,3,format_has_emoji,rating_clean,风|月|春山,v1.0,True,,
792,🔖你要相信 没有到不了的明天,mood_energetic,scene_universal,style_quote|style_symbol_deco,purpose_heal_self,theme_growth,relation_none,length_ultra_short,3,format_has_emoji,rating_clean,明天,v1.0,True,,
793,🔖跑到终点再哭,mood_energetic,scene_universal,style_quote|style_symbol_deco,purpose_heal_self,theme_growth,relation_none,length_ultra_short,4,format_has_emoji,rating_clean,终点,v1.0,True,,
794,最后 希望大家都能关关难过关关过!,mood_energetic,scene_universal,style_colloquial,purpose_heal_self,theme_growth,relation_none,length_short,3,,rating_clean,关,v1.0,True,,
795,一切顺利🫶陪大家一起冲刺~,mood_healing,scene_study,style_minimal|style_emoji_heavy,purpose_heal_self,theme_growth,relation_none,length_ultra_short,2,format_has_emoji,rating_clean,冲刺,v1.0,True,,
796,感觉全校最有意思的就是历史老师,mood_humor,scene_study,style_colloquial,purpose_share_life,,relation_none,length_ultra_short,3,,rating_clean,历史老师,v1.0,True,,
797,全国天气好不好 妹子你们好不好☁️,mood_humor,scene_universal,style_colloquial|style_emoji_heavy,purpose_show_mood,,relation_none,length_short,3,format_has_emoji,rating_clean,天气|妹子,v1.0,True,,
798,你知道吗 人活着需要呼吸😮💨,mood_humor,scene_universal,style_colloquial|style_emoji_heavy,purpose_show_mood,,relation_none,length_ultra_short,3,format_has_emoji,rating_clean,呼吸,v1.0,True,,
799,再说爱我 我告你诈骗💸,mood_humor,scene_universal,style_colloquial|style_emoji_heavy,purpose_show_mood,theme_love,relation_crush,length_ultra_short,4,format_has_emoji,rating_clean,诈骗,v1.0,True,,
800,我问他为什么离开我 他说朵拉爱冒险🗺️,mood_humor,scene_universal,style_colloquial|style_emoji_heavy,purpose_show_mood,theme_love,relation_crush,length_short,4,format_has_emoji,rating_clean,朵拉|冒险,v1.0,True,,
801,头晕晕的感觉缺点维生素RMB💰,mood_humor,scene_daily,style_colloquial|style_emoji_heavy,purpose_complain,theme_work_life,relation_none,length_ultra_short,4,format_has_emoji|format_has_english,rating_clean,维生素|RMB,v1.0,True,,
802,你的痛苦我都添乱 生怕你解决😈,mood_humor,scene_universal,style_abstract|style_emoji_heavy,purpose_cool_pose,,relation_none,length_ultra_short,5,format_has_emoji,rating_clean,,v1.0,True,,
803,后来我学会了换位思考 确实我哪都很好😎,mood_humor,scene_universal,style_colloquial|style_emoji_heavy,purpose_cool_pose,theme_growth,relation_none,length_short,4,format_has_emoji,rating_clean,换位思考,v1.0,True,,
804,我一般下午出现 我怕你早晚爱上我🌇,mood_humor,scene_universal,style_colloquial|style_emoji_heavy,purpose_cool_pose,,relation_none,length_short,4,format_has_emoji,rating_clean,下午|早晚,v1.0,True,,
805,想做你的太阳 不高兴时晒死你☀️,mood_humor,scene_universal,style_colloquial|style_emoji_heavy,purpose_cool_pose,,relation_none,length_short,4,format_has_emoji,rating_clean,太阳,v1.0,True,,
806,别忽冷忽热 我会感冒🤧,mood_humor,scene_universal,style_colloquial|style_emoji_heavy,purpose_cool_pose,,relation_none,length_ultra_short,3,format_has_emoji,rating_clean,感冒,v1.0,True,,
807,冷?我开热点给你📶,mood_humor,scene_universal,style_minimal|style_emoji_heavy,purpose_cool_pose,,relation_none,length_ultra_short,4,format_has_emoji,rating_clean,热点,v1.0,True,,
808,你别生气听我狡辩 我给你编🫠,mood_humor,scene_universal,style_colloquial|style_emoji_heavy,purpose_cool_pose,,relation_none,length_ultra_short,4,format_has_emoji,rating_clean,狡辩,v1.0,True,,
809,想变成章鱼一下子能扇八个人🐙,mood_humor,scene_universal,style_abstract|style_emoji_heavy,purpose_cool_pose,,relation_none,length_ultra_short,5,format_has_emoji,rating_clean,章鱼,v1.0,True,,
810,焦虑也没这么可怕嘛 焦焦的 脆脆的 像烧烤一样🍢,mood_humor,scene_universal,style_abstract|style_emoji_heavy,purpose_complain,,relation_none,length_short,4,format_has_emoji,rating_clean,焦虑|烧烤,v1.0,True,,
811,村长 我想做有钱又有颜的小羊🐑,mood_humor,scene_universal,style_colloquial|style_emoji_heavy,purpose_cool_pose,,relation_none,length_ultra_short,4,format_has_emoji,rating_clean,村长|小羊,v1.0,True,,
812,不想起床 下辈子当床上四件套🛏️,mood_humor,scene_home,style_colloquial|style_emoji_heavy,purpose_complain,,relation_none,length_short,4,format_has_emoji,rating_clean,起床|床上四件套,v1.0,True,,
813,作息乱乱的 人笨笨的 意志淡淡的😶🌫️,mood_humor,scene_universal,style_colloquial|style_emoji_heavy,purpose_show_mood,,relation_none,length_short,3,format_has_emoji,rating_clean,作息,v1.0,True,,
814,我办事 您就闹心吧🙏,mood_humor,scene_universal,style_minimal|style_emoji_heavy,purpose_cool_pose,,relation_none,length_ultra_short,5,format_has_emoji,rating_clean,,v1.0,True,,
815,大师 他不回我信息 我懂了 真爱无声🕯️,mood_humor,scene_universal,style_colloquial|style_emoji_heavy,purpose_complain,,relation_none,length_short,4,format_has_emoji,rating_clean,大师|信息,v1.0,True,,
816,惹我是吧 算你会挑软柿子🍅,mood_humor,scene_universal,style_colloquial|style_emoji_heavy,purpose_cool_pose,,relation_none,length_ultra_short,4,format_has_emoji,rating_clean,软柿子,v1.0,True,,
817,可以上1休364么 真的撑不住了🥱,mood_humor,scene_work,style_colloquial|style_emoji_heavy,purpose_complain,theme_work_life,relation_none,length_short,4,format_has_emoji,rating_clean,上班,v1.0,True,,
818,大师 七情六欲 怎么光剩下食欲了🍔,mood_humor,scene_universal,style_colloquial|style_emoji_heavy,purpose_complain,theme_foodie,relation_none,length_short,4,format_has_emoji,rating_clean,大师|食欲,v1.0,True,,
819,生活给我开的玩笑我一个也没笑😐,mood_emo,scene_universal,style_minimal|style_emoji_heavy,purpose_show_mood,,relation_none,length_ultra_short,3,format_has_emoji,rating_clean,生活,v1.0,True,,
820,花钱买这么多东西只有手机玩回本了📱,mood_humor,scene_daily,style_colloquial|style_emoji_heavy,purpose_complain,,relation_none,length_short,4,format_has_emoji,rating_clean,手机,v1.0,True,,
821,我的发际线大概是被置顶了🧠,mood_humor,scene_universal,style_abstract|style_emoji_heavy,purpose_complain,,relation_none,length_ultra_short,4,format_has_emoji,rating_clean,发际线,v1.0,True,,
822,我说我饿昏了 你到处说我二婚了💍,mood_humor,scene_universal,style_colloquial|style_emoji_heavy,purpose_complain,,relation_none,length_short,4,format_has_emoji,rating_clean,饿|二婚,v1.0,True,,
823,乖乖穿上了裙子变成了乘乘👗,mood_humor,scene_universal,style_colloquial|style_emoji_heavy,purpose_cool_pose,,relation_none,length_ultra_short,4,format_has_emoji,rating_clean,裙子,v1.0,True,,
824,抛个硬币 如果黏在天花板上就不吃夜宵了🪙,mood_humor,scene_home,style_colloquial|style_emoji_heavy,purpose_complain,theme_foodie,relation_none,length_short,3,format_has_emoji,rating_clean,硬币|夜宵,v1.0,True,,
825,不开心是哑巴 开心的时候是喇叭📣,mood_humor,scene_universal,style_abstract|style_emoji_heavy,purpose_show_mood,,relation_none,length_short,3,format_has_emoji,rating_clean,哑巴|喇叭,v1.0,True,,
826,靠自己是靠不住了 只能靠老天保佑了🙏,mood_humor,scene_universal,style_colloquial|style_emoji_heavy,purpose_complain,,relation_none,length_short,3,format_has_emoji,rating_mild_slang,老天,v1.0,True,,
827,我不是福建人 我是没福的建人😮,mood_humor,scene_universal,style_colloquial|style_emoji_heavy,purpose_cool_pose,,relation_none,length_ultra_short,4,format_has_emoji,rating_clean,福建,v1.0,True,,
828,大家好我是蒙娜 学不进去想摆烂😵,mood_humor,scene_study,style_colloquial|style_emoji_heavy,purpose_complain,,relation_none,length_short,4,format_has_emoji,rating_clean,蒙娜|摆烂,v1.0,True,,
829,你一句喜欢小猫 我拿着耗子往嘴里塞🐱,mood_humor,scene_universal,style_colloquial|style_emoji_heavy,purpose_cool_pose,theme_pet,relation_none,length_short,4,format_has_emoji,rating_clean,小猫|耗子,v1.0,True,,
830,你说你喜欢小狗 后来我见人就咬🐶,mood_humor,scene_universal,style_colloquial|style_emoji_heavy,purpose_cool_pose,theme_pet,relation_none,length_short,4,format_has_emoji,rating_clean,小狗,v1.0,True,,
831,神卷容易膨胀也是你的过人之处🎈,mood_humor,scene_universal,style_abstract|style_emoji_heavy,purpose_cool_pose,,relation_none,length_ultra_short,4,format_has_emoji,rating_clean,膨胀,v1.0,True,,
832,凌晨四点嚼槟榔 醒来看是蟑螂 算了蟑螂也是榔🪳,mood_humor,scene_night,style_colloquial|style_emoji_heavy,purpose_complain,,relation_none,length_short,5,format_has_emoji,rating_clean,槟榔|蟑螂,v1.0,True,,
833,很多文案都是从rapper歌词里找的,mood_humor,scene_music,style_colloquial,purpose_share_life,,relation_none,length_short,3,format_has_english,rating_clean,文案|rapper|歌词,v1.0,True,,
834,"春三月来了,杨柳青青草色新",mood_peaceful,scene_nature,style_poetic,purpose_share_life,theme_season_spring,relation_none,length_ultra_short,2,,rating_mild_slang,春三月|杨柳|草色,v1.0,True,,
835,"人在工位,心在野",mood_humor,scene_work,style_minimal,purpose_show_mood,theme_work_life|theme_freedom,relation_none,length_ultra_short,3,,rating_clean,工位|野,v1.0,True,,
836,"然后就顺手打开了去哪儿,携程,12306......",mood_humor,scene_work,style_colloquial,purpose_share_life,theme_travel_wander,relation_none,length_short,3,,rating_clean,去哪儿|携程|12306,v1.0,True,,
837,"不过,最后还是打开了星球研究所的视频",mood_peaceful,scene_work,style_colloquial,purpose_share_life,,relation_none,length_short,2,,rating_clean,星球研究所|视频,v1.0,True,,
838,星期研究所以地理视角探索世界,mood_reflective,scene_universal,style_essay,purpose_share_life,,relation_none,length_ultra_short,2,,rating_clean,星球研究所|地理,v1.0,True,,
839,高清4K画质和大气磅礴的文案,mood_reflective,scene_universal,style_essay,purpose_share_life,,relation_none,length_ultra_short,2,,rating_clean,4K|画质|文案,v1.0,True,,
840,文案写的充满山河气象,mood_reflective,scene_universal,style_essay,purpose_share_life,,relation_none,length_ultra_short,2,,rating_clean,文案|山河,v1.0,True,,
841,“以地理见人文”的笔墨手法值得一个大大的赞藏,mood_reflective,scene_universal,style_quote,purpose_share_life,,relation_none,length_short,2,format_has_quotes,rating_clean,地理|人文,v1.0,True,,
842,每一期的文案都很好,mood_peaceful,scene_universal,style_essay,purpose_share_life,,relation_none,length_ultra_short,2,,rating_clean,文案,v1.0,True,,
843,这里就节选分享几段个人特别喜欢的,mood_peaceful,scene_universal,style_essay,purpose_share_life,,relation_none,length_short,2,,rating_clean,,v1.0,True,,
844,如果你恰好喜欢,mood_peaceful,scene_universal,style_essay,purpose_interact,,relation_none,length_ultra_short,2,,rating_clean,,v1.0,True,,
845,"我是7年文案狗狮仔🦁,让我们在文案的路上一起成长进化吧~",mood_energetic,scene_work,style_colloquial|style_emoji_heavy,purpose_interact,theme_growth,relation_none,length_short,3,format_has_emoji,rating_clean,文案狗|狮仔|成长,v1.0,True,,
846,你放心   破屋子谁住都漏雨,mood_emo,scene_universal,style_quote,purpose_show_mood,theme_philosophy,relation_none,length_ultra_short,3,,rating_clean,破屋子|漏雨,v1.0,True,,
847,你吃的那碗馊饭   不会到了别人手里就变成了满汉全席,mood_emo,scene_universal,style_quote,purpose_show_mood,theme_philosophy,relation_none,length_short,3,,rating_clean,馊饭|满汉全席,v1.0,True,,
848,"夜色如水,悄然流淌,愿你在这温柔的夜里,如同静谧的睡莲般安然沉睡,明日醒来,迎接满是希望的晨光,晚安。",mood_healing,scene_night,style_poetic,purpose_heal_self,theme_night_mood,relation_none,length_medium,2,,rating_clean,夜色|睡莲|晨光|晚安,v1.0,True,,
849,"星星在夜空中闪烁,像是为你指引梦的方向。愿你今晚的梦境如童话般美好,所有的疲惫都在睡梦中消散,晚安,亲爱的。",mood_healing,scene_night,style_poetic,purpose_heal_self,theme_night_mood,relation_none,length_medium,2,,rating_clean,星星|夜空|梦境|晚安,v1.0,True,,
850,"把白天的喧嚣关在门外,让夜晚的宁静拥抱自己。在这寂静的时刻,愿你内心平和,温柔入梦,明天又是崭新的开始,晚安。",mood_healing,scene_night,style_poetic,purpose_heal_self,theme_night_mood,relation_none,length_medium,2,,rating_clean,喧嚣|宁静|梦|晚安,v1.0,True,,
851,"月光洒在窗前,如同温柔的手抚摸着你的脸庞。愿你在这月色的陪伴下,安心入睡,醒来时,世界都充满了爱与温暖,晚安。",mood_healing,scene_night,style_poetic,purpose_heal_self,theme_night_mood,relation_none,length_medium,2,,rating_clean,月光|晚安,v1.0,True,,
852,"每一个夜晚,都是一次心灵的沉淀。愿你在睡梦中找到内心的宁静,让所有的烦恼都在黑夜中远去,明天的你,更加坚强、更加美好,晚安。",mood_healing,scene_night,style_essay,purpose_heal_self,theme_night_mood|theme_growth,relation_none,length_medium,2,,rating_clean,夜晚|晚安,v1.0,True,,
853,"夜晚的微风轻轻吹过,带着丝丝的凉意和无尽的温柔。愿你在这微风的吹拂下,进入甜美的梦乡,梦里有诗,有远方,有你向往的一切,晚安。",mood_healing,scene_night,style_poetic,purpose_heal_self,theme_night_mood,relation_none,length_medium,2,,rating_clean,微风|晚安,v1.0,True,,
854,"世界在夜晚变得安静,仿佛一切都在为你的美梦让路。愿你今晚睡得香甜,明日醒来,带着满满的能量去追寻自己的梦想,晚安。",mood_healing,scene_night,style_essay,purpose_heal_self,theme_night_mood|theme_growth,relation_none,length_medium,2,,rating_clean,夜晚|晚安,v1.0,True,,
855,"让月光为你披上温柔的外衣,让星星为你点亮前行的路。在这美好的夜晚,愿你被幸福环绕,被爱意滋养,晚安。",mood_healing,scene_night,style_poetic,purpose_heal_self,theme_night_mood,relation_none,length_medium,2,,rating_clean,月光|星星|晚安,v1.0,True,,
856,"夜晚是心灵的避风港,在这里,你可以放下所有的负担和压力。愿你在这宁静的港湾中,好好休息,明天重新启航,驶向更美好的未来,晚安。",mood_healing,scene_night,style_essay,purpose_heal_self,theme_night_mood|theme_growth,relation_none,length_medium,2,,rating_clean,夜晚|晚安,v1.0,True,,
857,"当夜幕降临,愿你的心灵找到栖息之所。在这温柔的夜里,愿你做一个甜甜的梦,梦里有阳光、有欢笑、有你最想见的人,晚安。",mood_healing,scene_night,style_poetic,purpose_heal_self,theme_night_mood,relation_none,length_medium,2,,rating_clean,夜晚|晚安,v1.0,True,,
858,"黑夜并不可怕,因为它是白天的前奏。愿你在这黑暗中,积蓄力量,等待黎明的到来,明天的你,必将光芒万丈,晚安。",mood_energetic,scene_night,style_essay,purpose_heal_self,theme_night_mood|theme_growth,relation_none,length_medium,3,,rating_clean,黑夜|黎明|晚安,v1.0,True,,
859,"把所有的美好都留在今天,把所有的期待都留给明天。在这夜晚的交界处,愿你安心入睡,晚安,祝你好梦。",mood_healing,scene_night,style_essay,purpose_heal_self,theme_night_mood,relation_none,length_medium,2,,rating_clean,晚安,v1.0,True,,
