id,batch,text,mood,scene,style,purpose,theme,relation,length,tone_level,format,content_rating,keywords,tag_version,qc_passed,qc_errors,qc_warnings
2300,old,乐观和自由才是生活的解药,mood_energetic,scene_universal,style_pure_cn,purpose_heal_self,theme_freedom|theme_philosophy,relation_none,length_ultra_short,3,,rating_clean,乐观|自由|生活|解药,v1.0,True,,
2301,old,“人类的本质是树 小猫 海水和一些心碎”,mood_literary|mood_reflective,scene_universal,style_quote|style_poetic,purpose_show_mood,theme_philosophy,relation_none,length_short,2,format_has_quotes,rating_clean,树|小猫|海水|心碎,v1.0,True,,
2302,old,远古库存,mood_peaceful,scene_daily,style_minimal,purpose_record,theme_nostalgia,relation_none,length_ultra_short,1,,rating_clean,库存,v1.0,True,,
2303,old,“镜头下的每一帧都是我存在过的痕迹.”,mood_literary|mood_reflective,scene_universal,style_quote|style_poetic,purpose_show_mood,theme_philosophy,relation_none,length_short,2,format_has_quotes,rating_clean,镜头|痕迹,v1.0,True,,
2304,old,“给你我微不足道的所有”,mood_romantic|mood_healing,scene_universal,style_quote|style_minimal,purpose_subtle_love,theme_love,relation_crush,length_ultra_short,2,format_has_quotes,rating_clean,,v1.0,True,,
2305,old,“是某天是一瞬间.”,mood_reflective,scene_universal,style_quote|style_minimal,purpose_show_mood,theme_philosophy,relation_none,length_ultra_short,2,format_has_quotes,rating_clean,,v1.0,True,,
2306,old,碎碎念要讲给有回应的人听,mood_healing,scene_universal,style_pure_cn|style_colloquial,purpose_heal_self,theme_friendship,relation_friend,length_ultra_short,3,,rating_clean,碎碎念,v1.0,True,,
2307,old,九个月可以孕育生命 我为什么不能重获新生,mood_energetic|mood_reflective,scene_universal,style_pure_cn|style_colloquial,purpose_heal_self,theme_growth|theme_self_love,relation_solo,length_short,4,,rating_clean,生命|新生,v1.0,True,,
2308,old,愿我们向往幸福的同时也站在幸福里,mood_healing|mood_happy,scene_universal,style_pure_cn|style_quote,purpose_heal_self,theme_happiness|theme_philosophy,relation_none,length_short,3,,rating_clean,幸福,v1.0,True,,
2309,old,▪️++ 💖‧+ ̊和我的好朋友⸝⸝> ಲ <,mood_happy,scene_social,style_symbol_deco|style_emoji_heavy,purpose_share_life,theme_friendship,relation_friend,length_short,3,format_has_emoji,rating_clean,好朋友,v1.0,True,,
2310,old,“青鸟远去愧树仍在.”,mood_literary|mood_reflective,scene_nature,style_quote|style_poetic,purpose_show_mood,theme_nostalgia|theme_season_autumn_winter,relation_none,length_ultra_short,2,format_has_quotes,rating_clean,青鸟|愧树,v1.0,True,,
2311,old,生活里总会遇到不少未知的小惊喜,mood_happy|mood_healing,scene_universal,style_pure_cn,purpose_heal_self,theme_happiness,relation_none,length_ultra_short,2,,rating_clean,惊喜,v1.0,True,,
2312,old,plog 🍤外面的世界太吵 听自己的心就好˶ 'ᴗ,mood_peaceful|mood_healing,scene_daily,style_cn_en_mix|style_emoji_heavy,purpose_share_life,theme_self_love,relation_solo,length_short,2,format_has_emoji|format_has_english|format_photo_dump,rating_clean,plog|心,v1.0,True,,
2313,old,"“好讨厌自己的敏感,总是因为别人的话伤心好久”",mood_emo,scene_universal,style_quote|style_colloquial,purpose_complain,theme_self_love,relation_solo,length_short,3,format_has_quotes,rating_clean,敏感,v1.0,True,,
2314,old,"美女眼前过,不夸是罪过",mood_humor,scene_universal,style_colloquial|style_pure_cn,purpose_cool_pose,,relation_none,length_ultra_short,4,,rating_clean,美女,v1.0,True,,
2315,old,平凡日子里的小惊喜,mood_happy|mood_healing,scene_daily,style_pure_cn,purpose_share_life,theme_happiness,relation_none,length_ultra_short,2,,rating_clean,惊喜,v1.0,True,,
2316,old,张震岳|小宇,mood_romantic,scene_music,style_minimal,purpose_share_life,theme_love,relation_none,length_ultra_short,2,format_has_music_ref,rating_clean,张震岳|小宇,v1.0,True,,
2317,old,“隐藏在照片里的碎碎念.”,mood_literary|mood_reflective,scene_universal,style_quote|style_poetic,purpose_show_mood,theme_nostalgia,relation_none,length_ultra_short,2,format_has_quotes,rating_clean,照片|碎碎念,v1.0,True,,
2318,old,立秋一过 好像身边一下子多了很多桂花元素,mood_peaceful,scene_nature,style_pure_cn,purpose_share_life,theme_season_autumn_winter,relation_none,length_short,2,,rating_clean,立秋|桂花,v1.0,True,,
2319,old,大树会拥抱每个抬头的人,mood_healing|mood_peaceful,scene_nature,style_poetic|style_pure_cn,purpose_heal_self,theme_self_love|theme_nature,relation_solo,length_ultra_short,2,,rating_clean,大树,v1.0,False,id=2319: 非法标签 theme=theme_nature,
2320,old,"生活不是什么都新鲜,安稳比什么都重要",mood_peaceful|mood_reflective,scene_universal,style_pure_cn,purpose_show_mood,theme_philosophy,relation_none,length_short,3,,rating_clean,安稳,v1.0,True,,
2321,old,难以不感到开心,mood_happy,scene_universal,style_minimal|style_pure_cn,purpose_show_mood,theme_happiness,relation_none,length_ultra_short,3,,rating_clean,,v1.0,True,,
2322,old,我当然不相信世界上有永远了 但在某个时刻看着你的脸 我还是会觉得我们一定要永远在一起 因为我想,mood_romantic|mood_reflective,scene_universal,style_essay|style_colloquial,purpose_subtle_love,theme_love,relation_couple,length_medium,4,,rating_clean,永远,v1.0,True,,
2323,old,你不必担忧 有我做你的晴天,mood_healing|mood_romantic,scene_universal,style_pure_cn|style_poetic,purpose_subtle_love,theme_love,relation_crush,length_ultra_short,3,,rating_clean,晴天,v1.0,True,,
2324,old,一边流泪一边搞定所有事情的可爱女人,mood_energetic|mood_humor,scene_universal,style_colloquial|style_pure_cn,purpose_cool_pose,theme_self_love,relation_solo,length_short,4,,rating_clean,女人,v1.0,True,,
2325,old,“下辈子可以是我吗”,mood_emo|mood_romantic,scene_universal,style_quote|style_minimal,purpose_subtle_love,theme_love,relation_crush,length_ultra_short,3,format_has_quotes,rating_clean,下辈子,v1.0,True,,
2326,old,"“所谓大人,就是要接受这个世界上总有一些糟糕的事情是随机发生的,你并没有做错什么,但还是经历了那些并不太好的时刻和人,而和这样的「随机」相处,是我们一生的功课”",mood_reflective|mood_healing,scene_universal,style_quote|style_essay,purpose_heal_self,theme_growth|theme_philosophy,relation_solo,length_medium,3,format_has_quotes,rating_clean,大人|随机,v1.0,True,,
2327,old,“这世界我是来玩的.”,mood_energetic|mood_humor,scene_universal,style_quote|style_minimal,purpose_cool_pose,theme_freedom,relation_none,length_ultra_short,4,format_has_quotes,rating_clean,世界,v1.0,True,,
2328,old,📢-happy birthday to me!. ·͜·˖′′,mood_happy,scene_holiday,style_symbol_deco|style_emoji_heavy,purpose_record,theme_happiness,relation_solo,length_short,4,format_has_emoji|format_has_english,rating_clean,生日,v1.0,True,,
2329,old,如果幸福是酵母 我将是块很蓬松的面包,mood_happy|mood_humor,scene_universal,style_abstract|style_pure_cn,purpose_show_mood,theme_happiness,relation_none,length_short,3,,rating_clean,幸福|面包,v1.0,True,,
2330,old,🌊𓈒𓂂𓇼𓈒🥥小島日記⊹⋰ 𓇼🫧,mood_peaceful|mood_healing,scene_travel,style_symbol_deco|style_emoji_heavy,purpose_share_life,theme_travel_wander,relation_solo,length_ultra_short,2,format_has_emoji,rating_clean,小岛|日记,v1.0,True,,
2331,old,🪜👩🏻🍳°。探索生活的角落(ᐢ=•ᄉ< )∘🦙*🥖,mood_happy|mood_healing,scene_home,style_symbol_deco|style_emoji_heavy,purpose_share_life,theme_happiness,relation_solo,length_short,3,format_has_emoji,rating_clean,生活|角落,v1.0,True,,
2332,old,温馨提示:仅可爱的人可见〰,mood_humor,scene_universal,style_colloquial|style_pure_cn,purpose_interact,,relation_none,length_ultra_short,3,,rating_clean,可爱,v1.0,True,,
2333,old,人生没有白走的路,mood_energetic|mood_reflective,scene_universal,style_quote|style_minimal,purpose_heal_self,theme_growth|theme_philosophy,relation_none,length_ultra_short,3,,rating_clean,路,v1.0,True,,
2334,old,“是半个有趣人”,mood_humor,scene_universal,style_quote|style_minimal,purpose_cool_pose,,relation_none,length_ultra_short,3,format_has_quotes,rating_clean,有趣,v1.0,True,,
2335,old,Luv u,mood_romantic,scene_universal,style_cn_en_mix|style_minimal,purpose_subtle_love,theme_love,relation_crush,length_ultra_short,2,format_has_english,rating_clean,,v1.0,True,,
2336,old,希望像小花四处蔓延岁月值得无限等待与期盼,mood_healing|mood_happy,scene_nature,style_poetic|style_pure_cn,purpose_heal_self,theme_happiness|theme_season_spring,relation_none,length_short,3,,rating_clean,小花|岁月,v1.0,True,,
2337,old,“喜欢慢悠悠的日子和真诚的人”,mood_peaceful|mood_healing,scene_universal,style_quote|style_pure_cn,purpose_show_mood,theme_friendship,relation_friend,length_ultra_short,2,format_has_quotes,rating_clean,慢悠悠|真诚,v1.0,True,,
2338,old,"""我和你本来就不同路我只是想跟着你走""",mood_romantic|mood_emo,scene_universal,style_quote|style_colloquial,purpose_subtle_love,theme_love,relation_crush,length_short,3,format_has_quotes,rating_clean,路,v1.0,True,,
2339,old,不说永远在每个瞬间,mood_romantic|mood_reflective,scene_universal,style_minimal|style_pure_cn,purpose_show_mood,theme_love|theme_philosophy,relation_couple,length_ultra_short,3,,rating_clean,永远|瞬间,v1.0,True,,
2340,old,至若春和景明,mood_peaceful|mood_literary,scene_nature,style_quote|style_minimal,purpose_show_mood,theme_season_spring,relation_none,length_ultra_short,2,,rating_clean,春|景明,v1.0,True,,
2341,old,✧ 🎧  ̊◡̈+ 🥣˖o·。,mood_peaceful,scene_music,style_symbol_deco|style_emoji_heavy,purpose_share_life,,relation_none,length_ultra_short,1,format_has_emoji,rating_clean,,v1.0,True,,
2342,old,镜头下的每一帧都是我存在过的痕迹🎞️,mood_literary|mood_reflective,scene_universal,style_emoji_heavy|style_pure_cn,purpose_show_mood,theme_nostalgia,relation_none,length_short,2,format_has_emoji,rating_clean,镜头|痕迹,v1.0,True,,
2343,old,相册里的好天气,mood_happy|mood_peaceful,scene_nature,style_minimal|style_pure_cn,purpose_share_life,theme_sunny,relation_none,length_ultra_short,2,,rating_clean,相册|好天气,v1.0,True,,
2344,old,别赶路感受路,mood_energetic|mood_reflective,scene_universal,style_minimal|style_pure_cn,purpose_heal_self,theme_growth|theme_travel_wander,relation_none,length_ultra_short,3,,rating_clean,路,v1.0,True,,
2345,old,拿得出手的叫前任 拿不出手的叫没谈过,mood_humor,scene_universal,style_colloquial|style_pure_cn,purpose_cool_pose,theme_love,relation_none,length_short,4,,rating_clean,前任,v1.0,True,,
2346,old,“外界的杂音仅供参考.”,mood_cool|mood_reflective,scene_universal,style_quote|style_minimal,purpose_cool_pose,theme_philosophy,relation_none,length_ultra_short,3,format_has_quotes,rating_clean,杂音,v1.0,False,id=2346: 非法标签 mood=mood_cool,
2347,old,我永远都是一个积极乐观的小笨蛋,mood_happy|mood_energetic,scene_universal,style_colloquial|style_pure_cn,purpose_heal_self,theme_self_love,relation_solo,length_ultra_short,4,,rating_clean,小笨蛋,v1.0,True,,
2348,old,赚钱 买快乐,mood_energetic,scene_universal,style_minimal|style_pure_cn,purpose_cool_pose,theme_work_life,relation_none,length_ultra_short,3,,rating_clean,赚钱|快乐,v1.0,True,,
2349,old,小写生活大写爱,mood_healing|mood_romantic,scene_universal,style_minimal|style_pure_cn,purpose_show_mood,theme_love|theme_happiness,relation_none,length_ultra_short,2,,rating_clean,生活|爱,v1.0,True,,
2350,old,千言万语终化作了缘尽则散,mood_reflective|mood_emo,scene_universal,style_pure_cn|style_poetic,purpose_show_mood,theme_philosophy|theme_growth,relation_none,length_ultra_short,3,,rating_clean,缘,v1.0,True,,
2351,old,我们都擅长捕捉幸福的瞬间,mood_happy,scene_universal,style_minimal,purpose_show_mood,theme_happiness,relation_none,length_ultra_short,2,,rating_clean,幸福,v1.0,True,,
2352,old,"“不要回头看,大步往前走。”",mood_reflective,scene_universal,style_quote,purpose_heal_self,theme_growth,relation_none,length_ultra_short,3,format_has_quotes,rating_clean,,v1.0,True,,
2353,old,"✅ 自由感MAX:无边草原+蓝天,烦恼瞬间被风吹散~",mood_happy,scene_travel,style_emoji_heavy,purpose_share_life,theme_freedom|theme_travel_wander,relation_none,length_short,4,format_has_emoji|format_has_english,rating_mild_slang,草原|蓝天,v1.0,True,,
2354,old,"“⛰峰峦叠嶂,碧水如镜”",mood_peaceful,scene_nature,style_quote|style_poetic,purpose_share_life,theme_travel_wander,relation_none,length_ultra_short,2,format_has_emoji|format_has_quotes,rating_clean,山|水,v1.0,True,,
2355,old,"「万物皆甜,而你胜于万物」",mood_romantic,scene_universal,style_quote,purpose_subtle_love,theme_love,relation_crush,length_ultra_short,3,format_has_quotes,rating_clean,,v1.0,True,,
2356,old,"在各种意义上都漫长且愉快,日子发出声响。",mood_peaceful,scene_universal,style_essay,purpose_show_mood,theme_happiness,relation_none,length_short,2,,rating_clean,,v1.0,True,,
2357,old,幸福就在我们指尖>。<...*♡,mood_happy,scene_universal,style_symbol_deco,purpose_show_mood,theme_happiness,relation_none,length_short,2,format_has_emoji,rating_clean,幸福,v1.0,True,,
2358,old,玩累了喝一下M Stand抹茶系列新品:,mood_happy,scene_food,style_colloquial,purpose_share_life,theme_foodie,relation_none,length_short,3,format_has_english,rating_clean,M Stand|抹茶,v1.0,True,,
2359,old,♥»会见面的 就在热烈的夏(⸝⸝·ᴥ·⸝⸝),mood_romantic,scene_universal,style_emoji_heavy,purpose_subtle_love,theme_love|theme_season_spring,relation_crush,length_short,3,format_has_emoji,rating_clean,夏天,v1.0,True,,
2360,old,“微妙的幸福给人想要流泪的冲突.”,mood_reflective,scene_universal,style_quote,purpose_show_mood,theme_happiness,relation_none,length_short,3,format_has_quotes,rating_clean,幸福,v1.0,True,,
2361,old,𖤐*我在日历上面画下星星🪄💫,mood_happy,scene_daily,style_symbol_deco,purpose_share_life,,relation_none,length_ultra_short,2,format_has_emoji,rating_clean,日历|星星,v1.0,True,,
2362,old,不做低端感情里的福尔摩斯,mood_cool_pose,scene_universal,style_minimal,purpose_cool_pose,theme_self_love,relation_none,length_ultra_short,4,,rating_clean,,v1.0,False,id=2362: 非法标签 mood=mood_cool_pose,
2363,old,我有好多废话要讲,mood_humor,scene_universal,style_colloquial,purpose_show_mood,,relation_none,length_ultra_short,3,,rating_clean,,v1.0,True,,
2364,old,我常觉人生的羽翼尚未丰满,mood_reflective,scene_universal,style_poetic,purpose_show_mood,theme_growth,relation_none,length_ultra_short,2,,rating_clean,,v1.0,True,,
2365,old,不回消息是吧左勾拳右勾拳.,mood_humor,scene_universal,style_colloquial,purpose_complain,,relation_none,length_ultra_short,5,,rating_clean,,v1.0,True,,
2366,old,我的脸变圆了 但是我很开心 因为最近吃得饱睡得好 好幸福,mood_happy,scene_daily,style_colloquial,purpose_share_life,theme_happiness,relation_none,length_short,4,,rating_clean,脸|幸福,v1.0,True,,
2367,old,“时间是巨大的创可贴.”,mood_reflective,scene_universal,style_quote,purpose_heal_self,theme_philosophy,relation_none,length_ultra_short,2,format_has_quotes,rating_clean,时间,v1.0,True,,
2368,old,"我在森林里,种了一张沙发",mood_peaceful,scene_nature,style_abstract,purpose_show_mood,,relation_none,length_ultra_short,2,,rating_clean,森林|沙发,v1.0,True,,
2369,old,没有爱 世界会冻僵,mood_romantic,scene_universal,style_minimal,purpose_show_mood,theme_love,relation_none,length_ultra_short,3,,rating_clean,爱,v1.0,True,,
2370,old,在很多很多爱中点燃了第四年的蜡烛,mood_happy,scene_social,style_essay,purpose_record,theme_friendship,relation_friend,length_short,3,,rating_clean,蜡烛,v1.0,True,,
2371,old,我存在于一生仅一次的当下,mood_reflective,scene_universal,style_minimal,purpose_show_mood,theme_philosophy,relation_none,length_ultra_short,2,,rating_clean,,v1.0,True,,
2372,old,感受夢境如薄霧,mood_peaceful,scene_night,style_poetic,purpose_show_mood,theme_night_mood,relation_none,length_ultra_short,1,,rating_clean,梦,v1.0,True,,
2373,old,"因为人崩溃,很少是因为某一个巨大事件。更多时候,是无数细小消耗叠加的结果。",mood_reflective,scene_universal,style_essay,purpose_show_mood,theme_philosophy,relation_none,length_short,3,,rating_clean,,v1.0,True,,
2374,old,“爱意是有征兆的”,mood_romantic,scene_universal,style_quote,purpose_subtle_love,theme_love,relation_crush,length_ultra_short,2,format_has_quotes,rating_clean,爱,v1.0,True,,
2375,old,🥐˃̵ ֊ ˂̵🍤心诚则零卡路里,mood_humor,scene_food,style_emoji_heavy,purpose_share_life,theme_foodie,relation_none,length_short,4,format_has_emoji,rating_clean,卡路里,v1.0,True,,
2376,old,谁把夏天叫醒了,mood_happy,scene_nature,style_minimal,purpose_show_mood,theme_season_spring,relation_none,length_ultra_short,3,,rating_clean,夏天,v1.0,True,,
2377,old,和妈妈放心让我出去玩的人见面啦,mood_happy,scene_social,style_colloquial,purpose_share_life,theme_friendship,relation_friend,length_ultra_short,3,,rating_clean,妈妈,v1.0,True,,
2378,old,“同频的人像是礼物”,mood_healing,scene_universal,style_quote,purpose_show_mood,theme_friendship,relation_friend,length_ultra_short,2,format_has_quotes,rating_clean,礼物,v1.0,True,,
2379,old,"我全部的野心,就是自由一生。",mood_energetic,scene_universal,style_minimal,purpose_cool_pose,theme_freedom,relation_none,length_ultra_short,4,,rating_clean,自由,v1.0,True,,
2380,old,松典DC325测评,mood_peaceful,scene_work,style_minimal,purpose_share_life,,relation_none,length_ultra_short,2,format_has_english,rating_clean,松典DC325,v1.0,True,,
2381,old,“你被什么温暖就被什么牵绊”,mood_reflective,scene_universal,style_quote,purpose_show_mood,theme_philosophy,relation_none,length_ultra_short,2,format_has_quotes,rating_clean,温暖,v1.0,True,,
2382,old,每一天都是人生限定,mood_energetic,scene_universal,style_minimal,purpose_show_mood,theme_philosophy,relation_none,length_ultra_short,2,,rating_clean,,v1.0,True,,
2383,old,想尽可能的给你更多的仪式感,mood_romantic,scene_universal,style_minimal,purpose_subtle_love,theme_love,relation_couple,length_ultra_short,3,,rating_clean,仪式感,v1.0,True,,
2384,old,解决不了的事就留给未来长大后的你去解决吧,mood_humor,scene_universal,style_colloquial,purpose_heal_self,theme_growth,relation_none,length_short,3,,rating_clean,,v1.0,True,,
2385,old,▪️biu~好久久久久久久不见~,mood_happy,scene_social,style_symbol_deco,purpose_interact,theme_friendship,relation_friend,length_short,4,format_has_english,rating_clean,,v1.0,True,,
2386,old,“还小还早开心就好.”,mood_happy,scene_universal,style_quote,purpose_show_mood,,relation_none,length_ultra_short,3,format_has_quotes,rating_clean,,v1.0,True,,
2387,old,也有很多瞬间想立刻弄清答案,mood_reflective,scene_universal,style_minimal,purpose_show_mood,,relation_none,length_ultra_short,2,,rating_clean,,v1.0,True,,
2388,old,在冬天 爱有毛茸茸的信号 拥抱吧(〃  ̇ᴥ ̇ 〃),mood_healing,scene_home,style_emoji_heavy,purpose_show_mood,theme_season_autumn_winter|theme_love,relation_couple,length_short,3,,rating_clean,冬天|拥抱,v1.0,True,,id=2388: 标了 style_emoji_heavy 但文本无明显 emoji
2389,old,"“因为害怕得不到,所以总说不想要”",mood_reflective,scene_universal,style_quote,purpose_show_mood,theme_philosophy,relation_none,length_short,3,format_has_quotes,rating_clean,,v1.0,True,,
2391,old,被爱总是值得被记录,mood_healing,scene_universal,style_minimal,purpose_show_mood,theme_love,relation_none,length_ultra_short,2,,rating_clean,爱,v1.0,True,,
2392,old,“等到黑夜翻面之后 会是新的白昼”,mood_energetic,scene_universal,style_quote,purpose_heal_self,theme_growth,relation_none,length_short,3,format_has_quotes,rating_clean,黑夜|白昼,v1.0,True,,
2393,old,“我拥抱我自己.”,mood_healing,scene_universal,style_quote,purpose_heal_self,theme_self_love,relation_solo,length_ultra_short,2,format_has_quotes,rating_clean,,v1.0,True,,
2394,old,有好多年秋天没有闻到桂花香了,mood_nostalgia,scene_nature,style_minimal,purpose_show_mood,theme_nostalgia|theme_season_autumn_winter,relation_none,length_ultra_short,2,,rating_clean,秋天|桂花,v1.0,False,id=2394: 非法标签 mood=mood_nostalgia,
2395,old,人生是用来体验的,mood_reflective,scene_universal,style_minimal,purpose_show_mood,theme_philosophy,relation_none,length_ultra_short,2,,rating_clean,,v1.0,True,,
2396,old,"喜欢自己,比喜欢世界重要。",mood_healing,scene_universal,style_minimal,purpose_heal_self,theme_self_love,relation_solo,length_ultra_short,3,,rating_clean,,v1.0,True,,
2397,old,我等春来与我共鸣,mood_romantic,scene_nature,style_poetic,purpose_show_mood,theme_season_spring,relation_none,length_ultra_short,2,,rating_clean,春天,v1.0,True,,
2398,old,"我的幸福生活,",mood_happy,scene_universal,style_minimal,purpose_share_life,theme_happiness,relation_none,length_ultra_short,2,,rating_clean,幸福,v1.0,True,,
2399,old,我喜欢明天不用早起 也不必记得今天星期几,mood_happy,scene_daily,style_colloquial,purpose_show_mood,theme_freedom,relation_none,length_short,3,,rating_clean,,v1.0,True,,
2400,old,“凡事豫则立”,mood_reflective,scene_universal,style_quote,purpose_show_mood,theme_philosophy,relation_none,length_ultra_short,3,format_has_quotes,rating_clean,,v1.0,True,,
2401,old,“去爱具体的生活.”,mood_healing,scene_universal,style_quote,purpose_heal_self,theme_self_love,relation_none,length_ultra_short,2,format_has_quotes,rating_clean,生活,v1.0,True,,
2402,old,𓐍 𓏸かわいい小宝 誕生日おめでとう˖ . 𓏸♩,mood_happy,scene_pet,style_emoji_heavy|style_symbol_deco,purpose_share_life,theme_happiness|theme_pet,relation_none,length_short,3,format_has_emoji,rating_clean,小宝|生日,v1.0,True,,
2403,old,懂知足 于是幸福的好轻松,mood_peaceful,scene_universal,style_minimal,purpose_show_mood,theme_happiness|theme_philosophy,relation_none,length_ultra_short,2,,rating_clean,知足|幸福,v1.0,True,,
2404,old,杏树 杏树 今天幸不幸福,mood_humor,scene_nature,style_abstract,purpose_show_mood,theme_happiness,relation_none,length_ultra_short,3,,rating_clean,杏树,v1.0,True,,
2405,old,hold on📞💋...,mood_mysterious,scene_universal,style_cn_en_mix|style_symbol_deco,purpose_cool_pose,,relation_crush,length_ultra_short,3,format_has_emoji|format_has_english,rating_clean,,v1.0,True,,
2406,old,很平常的一天见了很想的朋友˶᳐•ω< ᳐˶,mood_happy,scene_social,style_emoji_heavy,purpose_share_life,theme_friendship|theme_happiness,relation_friend,length_short,3,,rating_clean,朋友,v1.0,True,,id=2406: 标了 style_emoji_heavy 但文本无明显 emoji
2407,old,或许自由更胜一筹,mood_reflective,scene_universal,style_minimal,purpose_show_mood,theme_freedom,relation_none,length_ultra_short,3,,rating_clean,自由,v1.0,True,,
2408,old,没关系 我知道我在渐入佳境,mood_energetic,scene_universal,style_minimal,purpose_heal_self,theme_growth|theme_self_love,relation_none,length_ultra_short,3,,rating_clean,渐入佳境,v1.0,True,,
2409,old,生命应是常青树寻找你的onepiece,mood_literary,scene_universal,style_poetic,purpose_show_mood,theme_freedom|theme_philosophy,relation_none,length_short,3,format_has_english,rating_clean,常青树|onepiece,v1.0,True,,
2410,old,“捡到一束光 日落时还给太阳”,mood_romantic,scene_nature,style_quote,purpose_show_mood,theme_season_autumn_winter,relation_none,length_ultra_short,2,format_has_quotes,rating_clean,光|日落|太阳,v1.0,True,,
2411,old,爱你,mood_romantic,scene_universal,style_minimal,purpose_subtle_love,theme_love,relation_couple,length_ultra_short,3,,rating_adult_hint,,v1.0,True,,
2412,old,今年的南方虽然是个暖冬 过渡到春季,mood_peaceful,scene_nature,style_essay,purpose_record,theme_season_spring,relation_none,length_short,2,,rating_clean,南方|暖冬|春季,v1.0,True,,
2413,old,“看镜头”,mood_happy,scene_selfie,style_quote,purpose_share_life,,relation_none,length_ultra_short,3,format_has_quotes,rating_clean,镜头,v1.0,True,,
2414,old,找不到方向,mood_emo,scene_universal,style_minimal,purpose_show_mood,theme_philosophy,relation_none,length_ultra_short,2,,rating_clean,方向,v1.0,True,,
2415,old,自由永不落俗,mood_energetic,scene_universal,style_minimal,purpose_cool_pose,theme_freedom,relation_none,length_ultra_short,3,,rating_clean,自由,v1.0,True,,
2416,old,🍊:)Hiii,mood_happy,scene_universal,style_emoji_heavy|style_cn_en_mix,purpose_share_life,,relation_none,length_ultra_short,3,format_has_emoji|format_has_english,rating_clean,,v1.0,True,,
2417,old,‎⋆ ̊( ၴႅၴ˖°,mood_mysterious,scene_universal,style_symbol_deco,purpose_cool_pose,,relation_none,length_ultra_short,2,,rating_clean,,v1.0,True,,
2418,old,"念了几年书,还是觉得幼儿园最好混。",mood_humor,scene_study,style_colloquial,purpose_complain,theme_growth,relation_none,length_short,4,,rating_clean,幼儿园|书,v1.0,True,,
2419,old,冒個泡•°o.O,mood_humor,scene_universal,style_symbol_deco,purpose_interact,,relation_none,length_ultra_short,3,,rating_clean,,v1.0,True,,
2420,old,别给我画饼了 最近戒碳水,mood_humor,scene_universal,style_colloquial,purpose_complain,theme_work_life,relation_none,length_ultra_short,4,,rating_clean,饼|碳水,v1.0,True,,
2421,old,“你低头 我的世界也跟着下雨.”,mood_emo,scene_nature,style_quote,purpose_show_mood,theme_rainy|theme_love,relation_couple,length_short,3,format_has_quotes,rating_clean,下雨,v1.0,True,,
2422,old,遥祝你剥落旧痂循此新生,mood_healing,scene_universal,style_poetic,purpose_heal_self,theme_growth|theme_self_love,relation_none,length_ultra_short,3,,rating_clean,新生,v1.0,True,,
2423,old,"我是个小学生,我成天挨揍,放学铃声成为了我的噩梦,看了你的主页被你的社会气息震惊了,我可以跟你混吗",mood_humor,scene_study,style_colloquial|style_essay,purpose_humble_brag,,relation_none,length_medium,4,,rating_clean,小学生|放学|噩梦,v1.0,True,,
2424,old,慢一点 久一点 真心一点,mood_peaceful,scene_universal,style_minimal,purpose_show_mood,theme_love|theme_philosophy,relation_none,length_ultra_short,2,,rating_clean,慢|久|真心,v1.0,True,,
2425,old,人是要睡觉的,mood_humor,scene_universal,style_minimal,purpose_complain,,relation_none,length_ultra_short,3,,rating_clean,睡觉,v1.0,True,,
2426,old,存在于每一个当下,mood_peaceful,scene_universal,style_minimal,purpose_show_mood,theme_philosophy,relation_none,length_ultra_short,2,,rating_clean,当下,v1.0,True,,
2427,old,日子过的好快 来不及细想 挺好,mood_reflective,scene_universal,style_colloquial,purpose_show_mood,theme_growth,relation_none,length_ultra_short,2,,rating_clean,日子,v1.0,True,,
2428,old,在喜欢的节奏里循环生活,mood_peaceful,scene_universal,style_minimal,purpose_show_mood,theme_happiness,relation_none,length_ultra_short,2,,rating_clean,节奏|生活,v1.0,True,,
2429,old,“ ◡̈ 🎧近日BGM✨”,mood_healing,scene_music,style_emoji_heavy|style_symbol_deco,purpose_share_life,theme_night_mood,relation_none,length_ultra_short,2,format_has_emoji|format_has_english|format_has_quotes,rating_clean,BGM,v1.0,True,,
2430,old,🍢 中午山间野餐(可自带或AA拼餐),mood_happy,scene_food,style_emoji_heavy,purpose_interact,theme_foodie|theme_nature,relation_friend,length_short,3,format_has_emoji|format_has_english,rating_clean,野餐|山间,v1.0,False,id=2430: 非法标签 theme=theme_nature,
2431,old,"📸 桂林Plog,记录每一刻 ✨",mood_happy,scene_travel,style_emoji_heavy,purpose_record,theme_travel_wander,relation_none,length_short,3,format_has_emoji|format_has_english|format_photo_dump,rating_clean,桂林|Plog,v1.0,True,,
2432,old,我见过你眼中的春与秋   胜过我所见的所有山川河流,mood_romantic,scene_nature,style_poetic,purpose_subtle_love,theme_love|theme_season_spring|theme_season_autumn_winter,relation_couple,length_short,3,,rating_clean,春|秋|山川|河流,v1.0,True,,
2433,old,——罗伯特·瓦尔泽,mood_literary,scene_universal,style_quote,purpose_show_mood,,relation_none,length_ultra_short,2,,rating_clean,罗伯特·瓦尔泽,v1.0,True,,
2434,old,"幸福时 我会疯狂敲下我心中的快门(),",mood_happy,scene_universal,style_abstract,purpose_share_life,theme_happiness,relation_none,length_short,3,,rating_clean,快门,v1.0,True,,
