id,text,tags
2620,"“我要变成一个心态好的小大人。”","{""mood"": [""mood_healing""], ""scene"": [""scene_universal""], ""style"": [""style_quote"", ""style_colloquial""], ""purpose"": [""purpose_heal_self""], ""theme"": [""theme_growth""], ""relation"": ""relation_none"", ""tone_level"": 2, ""keywords"": [""心态"", ""小大人""]}"
2621,"懂知足所以幸福的好轻松","{""mood"": [""mood_happy""], ""scene"": [""scene_universal""], ""style"": [""style_minimal""], ""purpose"": [""purpose_show_mood""], ""theme"": [""theme_happiness""], ""relation"": ""relation_none"", ""tone_level"": 3, ""keywords"": [""知足"", ""幸福""]}"
2622,"時 時 刻 刻 都 是 花 期。","{""mood"": [""mood_healing""], ""scene"": [""scene_nature""], ""style"": [""style_symbol_deco"", ""style_poetic""], ""purpose"": [""purpose_show_mood""], ""theme"": [""theme_season_spring""], ""relation"": ""relation_none"", ""tone_level"": 2, ""keywords"": [""花期""]}"
2623,"“nana的一天”📞‘ミ","{""mood"": [""mood_happy""], ""scene"": [""scene_daily""], ""style"": [""style_symbol_deco"", ""style_colloquial""], ""purpose"": [""purpose_share_life""], ""theme"": [], ""relation"": ""relation_none"", ""tone_level"": 3, ""keywords"": [""nana""]}"
2624,"因为在那个场域里,","{""mood"": [""mood_reflective""], ""scene"": [""scene_universal""], ""style"": [""style_essay""], ""purpose"": [""purpose_show_mood""], ""theme"": [], ""relation"": ""relation_none"", ""tone_level"": 2, ""keywords"": [""场域""]}"
2625,"“好好在一起 以后一起手牵手去看海”","{""mood"": [""mood_romantic""], ""scene"": [""scene_nature""], ""style"": [""style_quote""], ""purpose"": [""purpose_subtle_love""], ""theme"": [""theme_love""], ""relation"": ""relation_couple"", ""tone_level"": 3, ""keywords"": [""海""]}"
2626,"天气味道歌都是时光机","{""mood"": [""mood_reflective""], ""scene"": [""scene_universal""], ""style"": [""style_minimal""], ""purpose"": [""purpose_show_mood""], ""theme"": [""theme_nostalgia""], ""relation"": ""relation_none"", ""tone_level"": 2, ""keywords"": [""天气"", ""歌"", ""时光机""]}"
2627,"闺蜜就是:一起吃饭一起胖","{""mood"": [""mood_humor""], ""scene"": [""scene_social""], ""style"": [""style_colloquial""], ""purpose"": [""purpose_share_life""], ""theme"": [""theme_friendship"", ""theme_foodie""], ""relation"": ""relation_friend"", ""tone_level"": 4, ""keywords"": [""闺蜜"", ""吃饭"", ""胖""]}"
2628,"“大树会拥抱每个抬头的人”","{""mood"": [""mood_healing""], ""scene"": [""scene_nature""], ""style"": [""style_quote"", ""style_poetic""], ""purpose"": [""purpose_heal_self""], ""theme"": [""theme_season_spring""], ""relation"": ""relation_none"", ""tone_level"": 2, ""keywords"": [""大树""]}"
2629,"村长 我承认我是一只没有天赋的小羊","{""mood"": [""mood_humor""], ""scene"": [""scene_work""], ""style"": [""style_colloquial""], ""purpose"": [""purpose_complain""], ""theme"": [""theme_work_life""], ""relation"": ""relation_none"", ""tone_level"": 4, ""keywords"": [""村长"", ""小羊""]}"
2630,"“窗外阳光明媚 你心由我点缀”","{""mood"": [""mood_romantic""], ""scene"": [""scene_nature""], ""style"": [""style_quote""], ""purpose"": [""purpose_subtle_love""], ""theme"": [""theme_love""], ""relation"": ""relation_couple"", ""tone_level"": 3, ""keywords"": [""阳光""]}"
2631,"“幸福无限蔓延.”","{""mood"": [""mood_happy""], ""scene"": [""scene_universal""], ""style"": [""style_quote""], ""purpose"": [""purpose_show_mood""], ""theme"": [""theme_happiness""], ""relation"": ""relation_none"", ""tone_level"": 3, ""keywords"": [""幸福""]}"
2632,"开心的话日子就不算虚度","{""mood"": [""mood_happy""], ""scene"": [""scene_universal""], ""style"": [""style_minimal""], ""purpose"": [""purpose_heal_self""], ""theme"": [""theme_happiness""], ""relation"": ""relation_none"", ""tone_level"": 3, ""keywords"": [""开心"", ""日子""]}"
2633,"而是耐看有质感的","{""mood"": [""mood_peaceful""], ""scene"": [""scene_universal""], ""style"": [""style_minimal""], ""purpose"": [""purpose_show_mood""], ""theme"": [], ""relation"": ""relation_none"", ""tone_level"": 2, ""keywords"": [""质感""]}"
2634,"*⁂(( ✪⥎✪))⁂*冬日記𓈒 ! ゚⋆","{""mood"": [""mood_healing""], ""scene"": [""scene_nature""], ""style"": [""style_symbol_deco"", ""style_emoji_heavy""], ""purpose"": [""purpose_record""], ""theme"": [""theme_season_autumn_winter""], ""relation"": ""relation_none"", ""tone_level"": 2, ""keywords"": [""冬日""]}"
2635,"“我发誓要成为很幸福的人,让难过也变成一件很难的事”","{""mood"": [""mood_energetic""], ""scene"": [""scene_universal""], ""style"": [""style_quote""], ""purpose"": [""purpose_heal_self""], ""theme"": [""theme_happiness"", ""theme_self_love""], ""relation"": ""relation_none"", ""tone_level"": 3, ""keywords"": [""幸福"", ""难过""]}"
2636,"这个喷不了,长的太爽了,拉子看了发神经,直女看了断月经,这简直是抑郁症的克星,植物人的闹铃","{""mood"": [""mood_humor""], ""scene"": [""scene_universal""], ""style"": [""style_colloquial"", ""style_abstract""], ""purpose"": [""purpose_cool_pose""], ""theme"": [], ""relation"": ""relation_none"", ""tone_level"": 5, ""keywords"": []}"
2637,"“阴天之后总有续命的晴空”","{""mood"": [""mood_healing""], ""scene"": [""scene_nature""], ""style"": [""style_quote""], ""purpose"": [""purpose_heal_self""], ""theme"": [""theme_sunny""], ""relation"": ""relation_none"", ""tone_level"": 2, ""keywords"": [""阴天"", ""晴空""]}"
2638,"“喜怒无常阴阳怪气是我的标签.”","{""mood"": [""mood_mysterious""], ""scene"": [""scene_universal""], ""style"": [""style_quote""], ""purpose"": [""purpose_cool_pose""], ""theme"": [], ""relation"": ""relation_none"", ""tone_level"": 3, ""keywords"": []}"
2639,"“小说只给我们提供 一个机会,一个摆脱真实的苦役、重返梦境的机会:欣赏如歌如舞如醉如罚的生命之旅”","{""mood"": [""mood_reflective""], ""scene"": [""scene_universal""], ""style"": [""style_quote"", ""style_essay""], ""purpose"": [""purpose_show_mood""], ""theme"": [""theme_philosophy""], ""relation"": ""relation_none"", ""tone_level"": 3, ""keywords"": [""小说"", ""梦境""]}"
2640,"自由小狗正在上岛","{""mood"": [""mood_happy""], ""scene"": [""scene_pet"", ""scene_travel""], ""style"": [""style_minimal""], ""purpose"": [""purpose_share_life""], ""theme"": [""theme_pet"", ""theme_travel_wander""], ""relation"": ""relation_none"", ""tone_level"": 3, ""keywords"": [""小狗"", ""岛""]}"
2641,"鲜花永远是平淡生活里温柔的光。","{""mood"": [""mood_healing""], ""scene"": [""scene_universal""], ""style"": [""style_poetic""], ""purpose"": [""purpose_heal_self""], ""theme"": [""theme_happiness""], ""relation"": ""relation_none"", ""tone_level"": 2, ""keywords"": [""鲜花""]}"
2642,"有你的冬或许会更好","{""mood"": [""mood_romantic""], ""scene"": [""scene_universal""], ""style"": [""style_minimal""], ""purpose"": [""purpose_subtle_love""], ""theme"": [""theme_love"", ""theme_season_autumn_winter""], ""relation"": ""relation_couple"", ""tone_level"": 2, ""keywords"": [""冬""]}"
2643,"“爱你的这场雨要晴了”","{""mood"": [""mood_healing""], ""scene"": [""scene_universal""], ""style"": [""style_quote""], ""purpose"": [""purpose_subtle_love""], ""theme"": [""theme_love"", ""theme_sunny""], ""relation"": ""relation_couple"", ""tone_level"": 2, ""keywords"": [""雨""]}"
2644,"世界万物开心最重要","{""mood"": [""mood_happy""], ""scene"": [""scene_universal""], ""style"": [""style_minimal""], ""purpose"": [""purpose_show_mood""], ""theme"": [""theme_happiness""], ""relation"": ""relation_none"", ""tone_level"": 3, ""keywords"": []}"
2645,"我喜欢你圆圆的脸和独一无二的你","{""mood"": [""mood_romantic""], ""scene"": [""scene_universal""], ""style"": [""style_colloquial""], ""purpose"": [""purpose_subtle_love""], ""theme"": [""theme_love""], ""relation"": ""relation_couple"", ""tone_level"": 3, ""keywords"": []}"
2646,"🍸luv always","{""mood"": [""mood_romantic""], ""scene"": [""scene_universal""], ""style"": [""style_cn_en_mix"", ""style_emoji_heavy""], ""purpose"": [""purpose_show_mood""], ""theme"": [""theme_love""], ""relation"": ""relation_couple"", ""tone_level"": 2, ""keywords"": []}"
2647,"一些个小小的日常耶! ◡̈","{""mood"": [""mood_happy""], ""scene"": [""scene_daily""], ""style"": [""style_emoji_heavy"", ""style_colloquial""], ""purpose"": [""purpose_share_life""], ""theme"": [], ""relation"": ""relation_none"", ""tone_level"": 3, ""keywords"": [""日常""]}"
2648,"是升级后的版本 成分也升级","{""mood"": [""mood_mysterious""], ""scene"": [""scene_universal""], ""style"": [""style_minimal""], ""purpose"": [""purpose_cool_pose""], ""theme"": [], ""relation"": ""relation_none"", ""tone_level"": 3, ""keywords"": []}"
2649,"把遗憾留给潮闷夏天 长风仍会奔向少年","{""mood"": [""mood_reflective""], ""scene"": [""scene_universal""], ""style"": [""style_poetic""], ""purpose"": [""purpose_show_mood""], ""theme"": [""theme_growth"", ""theme_season_spring""], ""relation"": ""relation_none"", ""tone_level"": 3, ""keywords"": [""夏天"", ""少年""]}"
2650,"看镜头","{""mood"": [""mood_happy""], ""scene"": [""scene_selfie""], ""style"": [""style_minimal""], ""purpose"": [""purpose_share_life""], ""theme"": [], ""relation"": ""relation_none"", ""tone_level"": 2, ""keywords"": []}"
2651,"我是如此相信","{""mood"": [""mood_energetic""], ""scene"": [""scene_universal""], ""style"": [""style_minimal""], ""purpose"": [""purpose_show_mood""], ""theme"": [], ""relation"": ""relation_none"", ""tone_level"": 3, ""keywords"": []}"
2652,"有点i s","{""mood"": [""mood_humor""], ""scene"": [""scene_universal""], ""style"": [""style_cn_en_mix"", ""style_minimal""], ""purpose"": [""purpose_cool_pose""], ""theme"": [], ""relation"": ""relation_none"", ""tone_level"": 2, ""keywords"": []}"
2653,"“只今只道只今句 梅子熟时栀子香”","{""mood"": [""mood_peaceful""], ""scene"": [""scene_universal""], ""style"": [""style_quote"", ""style_poetic""], ""purpose"": [""purpose_show_mood""], ""theme"": [""theme_season_spring""], ""relation"": ""relation_none"", ""tone_level"": 2, ""keywords"": [""梅子"", ""栀子""]}"
2654,"小兩总不停","{""mood"": [""mood_emo""], ""scene"": [""scene_nature""], ""style"": [""style_minimal""], ""purpose"": [""purpose_show_mood""], ""theme"": [""theme_rainy""], ""relation"": ""relation_none"", ""tone_level"": 2, ""keywords"": [""雨""]}"
2655,"💡 行前必备清单","{""mood"": [""mood_energetic""], ""scene"": [""scene_travel""], ""style"": [""style_emoji_heavy"", ""style_minimal""], ""purpose"": [""purpose_record""], ""theme"": [""theme_travel_wander""], ""relation"": ""relation_none"", ""tone_level"": 3, ""keywords"": [""清单""]}"
2656,"🌴天然氧吧GOOD✌︎","{""mood"": [""mood_happy""], ""scene"": [""scene_nature"", ""scene_travel""], ""style"": [""style_emoji_heavy"", ""style_cn_en_mix""], ""purpose"": [""purpose_share_life""], ""theme"": [""theme_travel_wander""], ""relation"": ""relation_none"", ""tone_level"": 3, ""keywords"": [""氧吧""]}"
2657,"边边角角都是我的镜头","{""mood"": [""mood_happy""], ""scene"": [""scene_selfie""], ""style"": [""style_minimal""], ""purpose"": [""purpose_share_life""], ""theme"": [], ""relation"": ""relation_none"", ""tone_level"": 2, ""keywords"": [""镜头""]}"
2658,"六月快乐","{""mood"": [""mood_happy""], ""scene"": [""scene_holiday""], ""style"": [""style_minimal""], ""purpose"": [""purpose_record""], ""theme"": [""theme_season_spring""], ""relation"": ""relation_none"", ""tone_level"": 3, ""keywords"": [""六月""]}"
2659,"̇3 ̇飯飯之交已上线ก็🍚ก้     .烤肉🥩 ""吃了okᵎᵎ","{""mood"": [""mood_happy""], ""scene"": [""scene_food""], ""style"": [""style_emoji_heavy"", ""style_colloquial""], ""purpose"": [""purpose_share_life""], ""theme"": [""theme_foodie""], ""relation"": ""relation_friend"", ""tone_level"": 4, ""keywords"": [""烤肉"", ""饭""]}"
2660,"态度本身也是答案的一部分","{""mood"": [""mood_reflective""], ""scene"": [""scene_universal""], ""style"": [""style_minimal""], ""purpose"": [""purpose_show_mood""], ""theme"": [""theme_philosophy""], ""relation"": ""relation_none"", ""tone_level"": 3, ""keywords"": []}"
2661,"“好好吃饭。”","{""mood"": [""mood_healing""], ""scene"": [""scene_universal""], ""style"": [""style_quote"", ""style_minimal""], ""purpose"": [""purpose_heal_self""], ""theme"": [], ""relation"": ""relation_none"", ""tone_level"": 1, ""keywords"": [""吃饭""]}"
2662,"三月最後一天 plog回顧小生活 ❁🫚","{""mood"": [""mood_peaceful""], ""scene"": [""scene_daily""], ""style"": [""style_emoji_heavy"", ""style_symbol_deco""], ""purpose"": [""purpose_record""], ""theme"": [""theme_season_spring""], ""relation"": ""relation_none"", ""tone_level"": 2, ""keywords"": [""三月""]}"
2663,"没有比较,没有期待,没有审视。","{""mood"": [""mood_peaceful""], ""scene"": [""scene_universal""], ""style"": [""style_minimal""], ""purpose"": [""purpose_show_mood""], ""theme"": [""theme_philosophy""], ""relation"": ""relation_none"", ""tone_level"": 1, ""keywords"": []}"
2664,"“有你的日子里不管怎么样我都是幸福的”","{""mood"": [""mood_romantic""], ""scene"": [""scene_universal""], ""style"": [""style_quote""], ""purpose"": [""purpose_subtle_love""], ""theme"": [""theme_love"", ""theme_happiness""], ""relation"": ""relation_couple"", ""tone_level"": 3, ""keywords"": []}"
2665,"熱晕了◍0ᯅ0◍ .ᐟ","{""mood"": [""mood_humor""], ""scene"": [""scene_nature""], ""style"": [""style_emoji_heavy"", ""style_colloquial""], ""purpose"": [""purpose_complain""], ""theme"": [""theme_season_spring""], ""relation"": ""relation_none"", ""tone_level"": 4, ""keywords"": [""热""]}"
2666,"攒了很久的见面 拥有双倍的ʜᴀᴘᴘʏ̆̈","{""mood"": [""mood_happy""], ""scene"": [""scene_social""], ""style"": [""style_cn_en_mix"", ""style_emoji_heavy""], ""purpose"": [""purpose_share_life""], ""theme"": [""theme_friendship"", ""theme_happiness""], ""relation"": ""relation_friend"", ""tone_level"": 3, ""keywords"": [""见面""]}"
2667,"“在细碎里感受生活的温度”","{""mood"": [""mood_healing""], ""scene"": [""scene_universal""], ""style"": [""style_quote""], ""purpose"": [""purpose_heal_self""], ""theme"": [], ""relation"": ""relation_none"", ""tone_level"": 2, ""keywords"": [""细碎""]}"
2668,"不执所求,将有所得","{""mood"": [""mood_peaceful""], ""scene"": [""scene_universal""], ""style"": [""style_minimal""], ""purpose"": [""purpose_show_mood""], ""theme"": [""theme_philosophy""], ""relation"": ""relation_none"", ""tone_level"": 2, ""keywords"": []}"
2669,"“我要静候下一个春天”","{""mood"": [""mood_reflective""], ""scene"": [""scene_universal""], ""style"": [""style_quote""], ""purpose"": [""purpose_show_mood""], ""theme"": [""theme_season_spring""], ""relation"": ""relation_none"", ""tone_level"": 2, ""keywords"": [""春天""]}"
2670,"“发发呆不想被任何人打扰.”","{""mood"": [""mood_emo""], ""scene"": [""scene_universal""], ""style"": [""style_quote""], ""purpose"": [""purpose_show_mood""], ""theme"": [""theme_night_mood""], ""relation"": ""relation_solo"", ""tone_level"": 2, ""keywords"": []}"
2671,"吃东西可以治愈一切不开心","{""mood"": [""mood_healing""], ""scene"": [""scene_food""], ""style"": [""style_minimal""], ""purpose"": [""purpose_heal_self""], ""theme"": [""theme_foodie""], ""relation"": ""relation_none"", ""tone_level"": 3, ""keywords"": [""吃东西""]}"
2672,"杯内316不锈钢细腻温润","{""mood"": [""mood_peaceful""], ""scene"": [""scene_home""], ""style"": [""style_minimal""], ""purpose"": [""purpose_share_life""], ""theme"": [], ""relation"": ""relation_none"", ""tone_level"": 1, ""keywords"": [""杯"", ""不锈钢""]}"
2673,"✧+.🥯🍠🥛把日子过得暖烘烘","{""mood"": [""mood_healing""], ""scene"": [""scene_home""], ""style"": [""style_emoji_heavy"", ""style_symbol_deco""], ""purpose"": [""purpose_share_life""], ""theme"": [""theme_happiness""], ""relation"": ""relation_none"", ""tone_level"": 2, ""keywords"": [""日子""]}"
2674,"“沟通是爱的长久之计”","{""mood"": [""mood_romantic""], ""scene"": [""scene_universal""], ""style"": [""style_quote""], ""purpose"": [""purpose_subtle_love""], ""theme"": [""theme_love""], ""relation"": ""relation_couple"", ""tone_level"": 2, ""keywords"": [""沟通""]}"
2675,"谁的童话书又没合好,让公主跑出来了","{""mood"": [""mood_humor""], ""scene"": [""scene_universal""], ""style"": [""style_colloquial"", ""style_abstract""], ""purpose"": [""purpose_cool_pose""], ""theme"": [], ""relation"": ""relation_none"", ""tone_level"": 4, ""keywords"": [""公主"", ""童话书""]}"
2676,"林俊杰|交换余生","{""mood"": [""mood_romantic""], ""scene"": [""scene_music""], ""style"": [""style_minimal""], ""purpose"": [""purpose_share_life""], ""theme"": [""theme_love""], ""relation"": ""relation_none"", ""tone_level"": 2, ""keywords"": [""林俊杰"", ""交换余生""]}"
2677,"“爱一个人先爱她多变的天气.”31、“斑驳的你我”","{""mood"": [""mood_romantic""], ""scene"": [""scene_universal""], ""style"": [""style_quote""], ""purpose"": [""purpose_subtle_love""], ""theme"": [""theme_love""], ""relation"": ""relation_couple"", ""tone_level"": 2, ""keywords"": [""天气""]}"
2678,"周四夜晚 窝在家惬意地看《四重奏》","{""mood"": [""mood_peaceful""], ""scene"": [""scene_home"", ""scene_music""], ""style"": [""style_essay""], ""purpose"": [""purpose_share_life""], ""theme"": [""theme_night_mood""], ""relation"": ""relation_solo"", ""tone_level"": 2, ""keywords"": [""周四"", ""四重奏""]}"
2679,"玫瑰正值花期,可我喜欢山茶。","{""mood"": [""mood_literary""], ""scene"": [""scene_universal""], ""style"": [""style_poetic""], ""purpose"": [""purpose_show_mood""], ""theme"": [""theme_love""], ""relation"": ""relation_none"", ""tone_level"": 2, ""keywords"": [""玫瑰"", ""山茶""]}"
2680,"我爱这络绎不绝的无意义的瞬间","{""mood"": [""mood_reflective""], ""scene"": [""scene_universal""], ""style"": [""style_minimal""], ""purpose"": [""purpose_show_mood""], ""theme"": [""theme_philosophy""], ""relation"": ""relation_none"", ""tone_level"": 2, ""keywords"": [""瞬间""]}"
2681,"漂亮的眼睛","{""mood"": [""mood_romantic""], ""scene"": [""scene_selfie""], ""style"": [""style_minimal""], ""purpose"": [""purpose_subtle_love""], ""theme"": [""theme_love""], ""relation"": ""relation_couple"", ""tone_level"": 2, ""keywords"": [""眼睛""]}"
2682,"“我最无法割舍的记忆和你”","{""mood"": [""mood_romantic""], ""scene"": [""scene_universal""], ""style"": [""style_quote""], ""purpose"": [""purpose_subtle_love""], ""theme"": [""theme_love"", ""theme_nostalgia""], ""relation"": ""relation_couple"", ""tone_level"": 3, ""keywords"": [""记忆""]}"
2683,"好幸运 像个礼物 出现在我的世界","{""mood"": [""mood_happy""], ""scene"": [""scene_universal""], ""style"": [""style_colloquial""], ""purpose"": [""purpose_subtle_love""], ""theme"": [""theme_love"", ""theme_happiness""], ""relation"": ""relation_couple"", ""tone_level"": 3, ""keywords"": [""礼物""]}"
2684,"i ❤️uuu so..","{""mood"": [""mood_romantic""], ""scene"": [""scene_universal""], ""style"": [""style_cn_en_mix"", ""style_minimal""], ""purpose"": [""purpose_subtle_love""], ""theme"": [""theme_love""], ""relation"": ""relation_couple"", ""tone_level"": 3, ""keywords"": []}"
2685,"生活不在富足 而在满足","{""mood"": [""mood_peaceful""], ""scene"": [""scene_universal""], ""style"": [""style_minimal"", ""style_pure_cn""], ""purpose"": [""purpose_show_mood""], ""theme"": [""theme_philosophy""], ""relation"": ""relation_none"", ""tone_level"": 2, ""keywords"": [""生活"", ""满足""]}"
2686,"永远没有定数","{""mood"": [""mood_reflective""], ""scene"": [""scene_universal""], ""style"": [""style_minimal"", ""style_pure_cn""], ""purpose"": [""purpose_show_mood""], ""theme"": [""theme_philosophy""], ""relation"": ""relation_none"", ""tone_level"": 2, ""keywords"": [""定数""]}"
2687,"含有巨子生物专研的天然序列重组四型胶原蛋白","{""mood"": [""mood_peaceful""], ""scene"": [""scene_universal""], ""style"": [""style_pure_cn""], ""purpose"": [""purpose_share_life""], ""theme"": [], ""relation"": ""relation_none"", ""tone_level"": 1, ""keywords"": [""巨子生物"", ""胶原蛋白""]}"
2688,"散步 听起来像短暂的私奔","{""mood"": [""mood_romantic""], ""scene"": [""scene_nature""], ""style"": [""style_poetic"", ""style_pure_cn""], ""purpose"": [""purpose_show_mood""], ""theme"": [""theme_freedom""], ""relation"": ""relation_none"", ""tone_level"": 2, ""keywords"": [""散步"", ""私奔""]}"
2689,"人是移动的岛 爱是宜居的岛","{""mood"": [""mood_romantic""], ""scene"": [""scene_universal""], ""style"": [""style_poetic"", ""style_pure_cn""], ""purpose"": [""purpose_show_mood""], ""theme"": [""theme_love""], ""relation"": ""relation_couple"", ""tone_level"": 2, ""keywords"": [""岛"", ""爱""]}"
2690,"隐藏在照片里的碎碎念","{""mood"": [""mood_literary""], ""scene"": [""scene_daily""], ""style"": [""style_pure_cn""], ""purpose"": [""purpose_share_life""], ""theme"": [""theme_nostalgia""], ""relation"": ""relation_none"", ""tone_level"": 2, ""keywords"": [""照片"", ""碎碎念""]}"
2691,"答案在明天.","{""mood"": [""mood_mysterious""], ""scene"": [""scene_universal""], ""style"": [""style_minimal"", ""style_symbol_deco""], ""purpose"": [""purpose_show_mood""], ""theme"": [""theme_philosophy""], ""relation"": ""relation_none"", ""tone_level"": 2, ""keywords"": [""答案"", ""明天""]}"
2692,"一组新照骗 ◔.̮◔ look","{""mood"": [""mood_humor""], ""scene"": [""scene_selfie""], ""style"": [""style_cn_en_mix"", ""style_symbol_deco""], ""purpose"": [""purpose_share_life""], ""theme"": [], ""relation"": ""relation_none"", ""tone_level"": 3, ""keywords"": [""照片"", ""look""]}"
2693,"“时间是巨大的创可贴”","{""mood"": [""mood_healing""], ""scene"": [""scene_universal""], ""style"": [""style_quote"", ""style_pure_cn""], ""purpose"": [""purpose_heal_self""], ""theme"": [""theme_philosophy""], ""relation"": ""relation_none"", ""tone_level"": 2, ""keywords"": [""时间"", ""创可贴""]}"
2694,"我喜我生 独丁斯时","{""mood"": [""mood_literary""], ""scene"": [""scene_universal""], ""style"": [""style_poetic"", ""style_pure_cn""], ""purpose"": [""purpose_show_mood""], ""theme"": [""theme_self_love""], ""relation"": ""relation_none"", ""tone_level"": 2, ""keywords"": [""我"", ""生""]}"
2695,"ʜɪ.   ɢᴜɪ ʟɪɴ ᰔᩚ","{""mood"": [""mood_happy""], ""scene"": [""scene_travel""], ""style"": [""style_symbol_deco"", ""style_cn_en_mix""], ""purpose"": [""purpose_share_life""], ""theme"": [""theme_travel_wander""], ""relation"": ""relation_none"", ""tone_level"": 3, ""keywords"": [""桂林""]}"
2696,"不为人知的角落开了花","{""mood"": [""mood_healing""], ""scene"": [""scene_nature""], ""style"": [""style_pure_cn""], ""purpose"": [""purpose_show_mood""], ""theme"": [""theme_self_love""], ""relation"": ""relation_none"", ""tone_level"": 2, ""keywords"": [""角落"", ""花""]}"
2697,"我想","{""mood"": [""mood_reflective""], ""scene"": [""scene_universal""], ""style"": [""style_minimal"", ""style_pure_cn""], ""purpose"": [""purpose_show_mood""], ""theme"": [], ""relation"": ""relation_none"", ""tone_level"": 1, ""keywords"": [""想""]}"
2698,"🩰⸝°☆.“幸福 放慢倍数”","{""mood"": [""mood_healing""], ""scene"": [""scene_universal""], ""style"": [""style_emoji_heavy"", ""style_quote""], ""purpose"": [""purpose_show_mood""], ""theme"": [""theme_happiness""], ""relation"": ""relation_none"", ""tone_level"": 2, ""keywords"": [""幸福""]}"
2699,"我本就明媚张扬 在鲜花和爱里长大","{""mood"": [""mood_energetic""], ""scene"": [""scene_universal""], ""style"": [""style_pure_cn""], ""purpose"": [""purpose_cool_pose""], ""theme"": [""theme_self_love""], ""relation"": ""relation_none"", ""tone_level"": 4, ""keywords"": [""鲜花"", ""爱""]}"
2700,"“重置我们的相遇.”","{""mood"": [""mood_romantic""], ""scene"": [""scene_universal""], ""style"": [""style_quote"", ""style_pure_cn""], ""purpose"": [""purpose_subtle_love""], ""theme"": [""theme_love""], ""relation"": ""relation_crush"", ""tone_level"": 2, ""keywords"": [""相遇""]}"
2701,"让爱恰逢其时","{""mood"": [""mood_romantic""], ""scene"": [""scene_universal""], ""style"": [""style_pure_cn""], ""purpose"": [""purpose_subtle_love""], ""theme"": [""theme_love""], ""relation"": ""relation_couple"", ""tone_level"": 2, ""keywords"": [""爱""]}"
2702,"🫎🎐🐇🫧喜歡安靜的冬天","{""mood"": [""mood_peaceful""], ""scene"": [""scene_nature""], ""style"": [""style_emoji_heavy"", ""style_pure_cn""], ""purpose"": [""purpose_share_life""], ""theme"": [""theme_season_autumn_winter""], ""relation"": ""relation_none"", ""tone_level"": 2, ""keywords"": [""冬天""]}"
2703,"没有他人,也没有那个被你内化了的他人。","{""mood"": [""mood_reflective""], ""scene"": [""scene_universal""], ""style"": [""style_pure_cn""], ""purpose"": [""purpose_show_mood""], ""theme"": [""theme_philosophy""], ""relation"": ""relation_none"", ""tone_level"": 2, ""keywords"": [""他人""]}"
2704,"要自在漂浮才美丽","{""mood"": [""mood_energetic""], ""scene"": [""scene_universal""], ""style"": [""style_pure_cn""], ""purpose"": [""purpose_heal_self""], ""theme"": [""theme_freedom""], ""relation"": ""relation_none"", ""tone_level"": 3, ""keywords"": [""漂浮""]}"
2705,"有空一起唠嗑 没空各自忙碌","{""mood"": [""mood_humor""], ""scene"": [""scene_social""], ""style"": [""style_colloquial"", ""style_pure_cn""], ""purpose"": [""purpose_interact""], ""theme"": [""theme_friendship""], ""relation"": ""relation_friend"", ""tone_level"": 3, ""keywords"": [""唠嗑"", ""忙碌""]}"
2706,"“世界是一张密密麻麻的备忘录”","{""mood"": [""mood_reflective""], ""scene"": [""scene_universal""], ""style"": [""style_quote"", ""style_pure_cn""], ""purpose"": [""purpose_show_mood""], ""theme"": [""theme_philosophy""], ""relation"": ""relation_none"", ""tone_level"": 2, ""keywords"": [""世界"", ""备忘录""]}"
2707,"再说吧 随便吧 都可以","{""mood"": [""mood_humor""], ""scene"": [""scene_universal""], ""style"": [""style_colloquial"", ""style_pure_cn""], ""purpose"": [""purpose_complain""], ""theme"": [], ""relation"": ""relation_none"", ""tone_level"": 3, ""keywords"": [""再说"", ""随便"", ""都可以""]}"
2708,"“我将日落诉于你”","{""mood"": [""mood_romantic""], ""scene"": [""scene_nature""], ""style"": [""style_quote"", ""style_pure_cn""], ""purpose"": [""purpose_subtle_love""], ""theme"": [""theme_love""], ""relation"": ""relation_crush"", ""tone_level"": 2, ""keywords"": [""日落""]}"
2709,"只是当时已惘然","{""mood"": [""mood_emo""], ""scene"": [""scene_universal""], ""style"": [""style_quote"", ""style_pure_cn""], ""purpose"": [""purpose_show_mood""], ""theme"": [""theme_nostalgia""], ""relation"": ""relation_none"", ""tone_level"": 2, ""keywords"": [""惘然""]}"
2710,"“人生没有白走的路.”","{""mood"": [""mood_energetic""], ""scene"": [""scene_universal""], ""style"": [""style_quote"", ""style_pure_cn""], ""purpose"": [""purpose_heal_self""], ""theme"": [""theme_growth""], ""relation"": ""relation_none"", ""tone_level"": 3, ""keywords"": [""人生"", ""路""]}"
2711,"生活嘛简单点糊涂点快乐点","{""mood"": [""mood_peaceful""], ""scene"": [""scene_universal""], ""style"": [""style_colloquial"", ""style_pure_cn""], ""purpose"": [""purpose_show_mood""], ""theme"": [""theme_philosophy""], ""relation"": ""relation_none"", ""tone_level"": 2, ""keywords"": [""生活"", ""简单"", ""快乐""]}"
2712,"耐热耐腐,日常使用很稳妥","{""mood"": [""mood_peaceful""], ""scene"": [""scene_universal""], ""style"": [""style_pure_cn""], ""purpose"": [""purpose_share_life""], ""theme"": [], ""relation"": ""relation_none"", ""tone_level"": 1, ""keywords"": [""耐热"", ""耐腐""]}"
